id,price
0,100.66
1,98.74789682539681
2,102.53
3,106.66
4,216.8
5,293.46
6,227.47
7,210.59
8,157.41
9,93.09
10,277.3
11,170.08
12,93.63333333333334
13,113.58
14,449.34
15,74.71
16,113.63
17,216.46
18,133.19
19,106.23
20,289.51
21,167.79
22,188.59
23,246.8
24,130.09
25,258.79
26,222.27
27,106.96
28,133.07
29,192.66
30,207.07
31,83.85
32,168.17
33,139.94
34,264.02
35,110.85
36,112.3
37,131.06
38,245.83
39,208.24
40,79.04
41,144.6075
42,129.85
43,290.84
44,168.67
45,287.17
46,264.16
47,84.33
48,77.37
49,261.07
50,191.05
51,150.62
52,96.66
53,66.04
54,148.18
55,139.09
56,109.28
57,109.36
58,98.25
59,259.28
60,279.45
61,280.64
62,85.42
63,211.18
64,246.67
65,112.46
66,160.62
67,155.28
68,177.54
69,243.93
70,108.52
71,458.2
72,157.67
73,116.66
74,192.45
75,76.01
76,208.21
77,152.28
78,109.63
79,136.73
80,140.03
81,118.0
82,90.27
83,80.96
84,345.03
85,131.21
86,76.21
87,122.83
88,191.75
89,191.11
90,189.5
91,155.74
92,128.8
93,105.69
94,177.62
95,428.46
96,130.76
97,92.14
98,173.68
99,180.92
100,226.37
101,4142.04
102,191.13
103,515.8
104,171.28
105,153.97
106,67.9
107,190.82
108,172.47
109,227.5
110,120.03
111,93.89
112,290.31
113,147.43
114,75.21
115,152.13
116,204.23
117,98.08
118,75.82
119,90.54
120,207.29
121,304.72
122,77.61
123,80.67
124,96.26
125,180.35
126,227.73
127,260.24
128,193.3
129,77.17
130,151.64
131,210.75
132,175.76
133,226.44
134,72.08
135,264.15
136,203.95
137,61.14
138,130.97
139,70.1
140,304.78
141,147.02
142,199.9
143,127.13
144,159.46
145,78.53
146,78.02
147,86.37
148,131.34
149,159.53
150,76.04
151,72.29
152,230.02
153,323.36
154,105.15
155,203.21
156,112.9225
157,251.73
158,69.56
159,72.21
160,96.95
161,484.84
162,147.35
163,54.88
164,206.44
165,530.55
166,164.21
167,80.14
168,106.69
169,209.46
170,227.96
171,203.38
172,229.95
173,144.01
174,157.89
175,124.23
176,124.49
177,119.88
178,134.71
179,189.98533333333333
180,161.9
181,77.79
182,93.87
183,117.07
184,296.25
185,236.15
186,173.54
187,190.64
188,105.22
189,208.51
190,162.69
191,212.72
192,218.05
193,72.53
194,126.28
195,135.945
196,152.91
197,85.35
198,289.89
199,62.75
200,140.53
201,457.45
202,281.66
203,89.42
204,138.66
205,182.23
206,241.89
207,137.51
208,82.13
209,180.47
210,135.03
211,77.2
212,65.85
213,217.18
214,165.94
215,245.15
216,86.02
217,153.0
218,118.24
219,185.3
220,110.08
221,183.21
222,122.61
223,164.8
224,272.63
225,94.32
226,146.22
227,198.18
228,141.0
229,129.88
230,205.78
231,159.04
232,196.48
233,104.07
234,296.22
235,112.47
236,145.74
237,313.27
