id,price
0,112.39
1,129.723198463858
2,140.3
3,105.7775
4,124.29171428571429
5,158.774
6,197.1205
7,160.5625
8,140.97
9,93.68
10,343.2491666666668
11,1941.3040346320347
12,171.29257142857142
13,129.9225
14,229.15099999999998
15,123.22
16,130.38366666666667
17,169.28
18,115.61583333333334
19,98.97
20,245.61
21,126.31
22,185.292
23,208.36
24,119.50666666666666
25,164.39
26,145.5
27,175.33666666666664
28,211.3
29,251.24949999999998
30,266.18
31,116.0825
32,108.6
33,147.621
34,297.785
35,80.97
36,108.65399999999995
37,126.16
38,259.405
39,150.63
40,73.23
41,132.96
42,152.04
43,286.27
44,196.24450000000002
45,295.09
46,1941.3040346320347
47,91.77
48,136.11390476190473
49,233.085
50,183.695
51,227.78666666666672
52,128.13
53,68.66
54,128.23
55,111.56535714285714
56,153.68
57,143.68916666666667
58,174.0066666666667
59,293.85
60,193.63333333333335
61,234.285
62,109.37166666666668
63,143.33
64,224.57242857142853
65,114.16
66,127.05966666666666
67,174.21583333333336
68,113.15
69,423.79166666666674
70,134.28
71,399.75
72,196.6
73,109.94583333333334
74,91.72
75,50.54
76,100.66945985480734
77,98.2442380952381
78,153.76
79,305.924987012987
80,93.47
81,147.09
82,88.56
83,98.64
84,111.86
85,153.41
86,123.97470129870129
87,140.8456666666667
88,449.88
89,232.6745
90,191.535
91,138.38428571428574
92,159.55
93,60.4
94,132.69
95,184.485
96,140.11047619047622
97,93.09
98,152.38
99,141.3497857142857
100,294.374
101,104.20333333333332
102,241.362
103,136.31183333333334
104,98.72333333333331
105,153.01291666666668
106,66.17
107,198.685
108,163.37
109,200.39
110,118.68333333333332
111,101.2
112,191.21
113,108.02
114,62.15
115,128.025
116,183.58
117,143.3
118,85.64
119,95.30004761904762
120,347.84
121,220.90999999999997
122,109.94
123,96.87
124,93.964
125,162.01
126,240.29
127,201.93
128,127.53587193362193
129,172.39700000000002
130,101.98
131,210.61
132,127.575
133,176.38333333333335
134,110.56991666666664
135,252.87
136,225.57
137,58.38
138,111.73166666666665
139,89.42
140,180.69
141,131.16783333333333
142,300.39
143,116.16
144,286.6033333333333
145,91.185
146,111.63716666666667
147,106.84
148,161.916
149,146.433
150,95.51
151,53.15
152,203.82
153,293.94
154,139.87333333333333
155,152.85
156,121.73681529581532
157,132.199
158,80.98
159,68.14
160,135.903
161,414.68
162,149.06
163,115.6055
164,218.36
165,176.83
166,144.03595833333335
167,134.65
168,116.22
169,252.87
170,268.38
171,178.32333333333335
172,152.24255952380955
173,109.7625
174,151.02
175,131.848183982684
176,179.09
177,169.8
178,146.433
179,127.53587193362193
180,226.63833333333335
181,162.59
182,81.85
183,91.08
184,146.85
185,251.13
186,188.41333333333336
187,228.31
188,143.26
189,128.0125
190,99.66
191,129.723198463858
192,331.12
193,105.25
194,141.13345238095238
195,140.47646825396828
196,233.445
197,142.68690476190477
198,367.51
199,64.79
200,109.99166666666666
201,344.68
202,207.20833333333331
203,105.0
204,115.605
205,166.8
206,242.59183333333337
207,153.5725476190476
208,88.72
209,160.63
210,221.96
211,79.41
212,90.48
213,250.93
214,172.34380952380954
215,144.225
216,139.895
217,148.41211904761906
218,109.31
219,119.13428571428572
220,87.31
221,142.06783333333337
222,87.85890476190474
223,181.98666666666668
224,179.48
225,97.75
226,115.19
227,160.83266666666665
228,82.27
229,133.39766666666665
230,209.69
231,139.0709484126984
232,137.80033333333336
233,138.19
234,254.63
235,102.0
236,154.935
237,302.5058333333334
238,108.42200000000001
239,187.93
240,188.47
241,172.16047619047617
242,141.86159523809522
243,280.26
244,91.075
245,116.26333333333332
246,152.2814603174603
247,339.99
248,98.31
249,208.6
250,123.72166666666668
251,162.23
252,219.79333333333332
253,127.90016666666668
254,155.04
255,100.12
256,170.55
257,203.11
258,104.712
259,84.33
260,255.49559523809523
261,196.20866666666666
262,124.70483333333337
263,164.3466666666667
264,261.74666666666667
265,247.54491666666664
266,250.49
267,189.4
268,141.04333333333332
269,175.29
270,161.48
271,210.44
272,118.93
273,346.8181666666667
274,117.48
275,161.69
276,152.2025
277,125.43535714285714
278,183.41151190476185
279,221.44349999999997
280,141.05666666666673
281,189.13833333333335
282,85.94
283,129.83
284,116.88
285,190.9033333333333
286,191.29166666666669
287,64.0
288,91.5
289,180.39
290,141.53809523809522
291,126.29
292,98.82
293,157.56
294,264.455
295,189.5732142857143
296,253.59333333333333
297,134.8781666666667
298,146.7
299,235.68416666666667
300,136.07399999999998
301,300.70940476190475
302,100.85
303,147.64833333333334
304,61.31
305,142.06783333333337
306,220.8166666666667
307,280.14166666666665
308,186.80004761904763
309,212.58
310,87.71
311,117.84416666666668
312,204.82
313,213.11
314,141.13345238095238
315,99.1125
316,121.8220185092685
317,97.92888095238095
318,148.915
319,157.63
320,163.57533333333333
321,154.29866666666666
322,180.62
323,173.7125
324,203.47
325,133.01
326,69.88
327,111.33
328,165.615
329,152.65200000000002
330,165.79333333333332
331,134.87130952380951
332,172.0
333,93.87
334,210.58
335,156.375
336,88.71
337,128.88833333333335
338,128.295
339,61.26
340,327.5833333333333
341,94.52916666666668
342,218.95
343,193.16
344,152.7333333333333
345,238.22975000000005
346,229.9575
347,162.25
348,230.28
349,122.71564285714285
350,113.52
351,218.36
352,78.47
353,75.36
354,123.97399999999999
355,113.4725
356,342.55
357,92.76
358,164.9
359,207.49
360,180.19
361,144.34
362,105.57833333333333
363,143.88
364,189.5732142857143
365,229.67
366,170.26
367,150.24666666666667
368,293.51209523809536
369,147.32
370,186.80004761904763
371,181.43292857142856
372,175.92
373,126.45
374,220.09
375,233.00333333333336
376,315.44
377,364.01
378,139.0709484126984
379,443.48
380,113.68409523809521
381,269.28
382,189.78333333333333
383,155.17
384,263.2325
385,181.555
386,361.04
387,173.04333333333332
388,157.32333333333332
389,220.0075
390,101.49
391,158.84816666666663
392,105.95904761904761
393,66.5
394,88.08934523809525
395,209.2
396,87.74
397,231.35
398,93.0
399,1753.4287142857145
400,134.19130952380954
401,137.80033333333336
402,196.27366666666668
403,112.29333333333334
404,180.87599999999998
405,120.2875
406,152.39
407,90.45333333333332
408,139.18
409,366.76
410,174.43
411,170.84
412,88.23
413,112.47
414,188.70333333333332
415,416.04999999999995
416,147.70000000000002
417,264.18
418,240.0753333333333
419,249.42
420,101.13
421,181.31
422,157.5
423,198.30200000000002
424,124.5
425,253.2790714285714
426,161.9675
427,256.79
428,215.96
429,161.54
430,271.65
431,94.08
432,151.53358333333333
433,177.01925
434,89.74
435,240.54
436,384.91
437,77.42
438,66.55
439,201.54957142857143
440,232.1966666666667
441,210.15599206349205
